Name,Sector,Gender,Number,Percentage
חמזה,ערבי,זכר,123,0.69
חנא,ערבי,זכר,17,1.66
חנוך,יהודי,זכר,31,0.05
חנן,יהודי,זכר,8,0.01
חננאל,יהודי,זכר,22,0.03
חנניה,יהודי,זכר,15,0.02
חסן,ערבי,זכר,160,0.9
טאהא,ערבי,זכר,20,0.11
טאי,יהודי,זכר,5,0.01
טאלב,ערבי,זכר,12,0.07
טארק,ערבי,זכר,29,0.16
טוביה,יהודי,זכר,34,0.05
טום,יהודי,זכר,89,0.14
טומי,יהודי,זכר,68,0.1
טים,יהודי,זכר,5,0.01
טימור,יהודי,זכר,6,0.01
טלאל,ערבי,זכר,12,0.07
טמסגן,יהודי,זכר,6,0.01
יאיר,יהודי,זכר,825,1.27
יאמן,ערבי,זכר,110,0.62
יאן,יהודי,זכר,42,0.06
יאסין,ערבי,זכר,80,0.45
יאסר,ערבי,זכר,24,0.13
יאר,יהודי,זכר,10,0.02
יגאל,יהודי,זכר,6,0.01
יגל,יהודי,זכר,98,0.15
ידידיה,יהודי,זכר,165,0.25
ידין,יהודי,זכר,6,0.01
יהודה,יהודי,זכר,856,1.32
יהונתן,יהודי,זכר,1130,1.74
יהושע,יהודי,זכר,140,0.22
יואב,יהודי,זכר,418,0.64
יואל,יהודי,זכר,101,0.16
יוגב,יהודי,זכר,38,0.06
יוחאי,יהודי,זכר,55,0.08
יוחנא,ערבי,זכר,9,0.88
יוחנן,יהודי,זכר,27,0.04
יום,יהודי,זכר,5,0.01
יונה,יהודי,זכר,33,0.05
יוני,יהודי,זכר,16,0.02
יונס,ערבי,זכר,48,0.27
יונתן,יהודי,זכר,887,1.36
יועד,יהודי,זכר,9,0.01
יוראי,יהודי,זכר,6,0.01
יותם,יהודי,זכר,175,0.27
יזיד,ערבי,זכר,42,0.24
יחזקאל,יהודי,זכר,79,0.12
יחיא,ערבי,זכר,127,0.71
יחיאל,יהודי,זכר,121,0.19
ימאן,ערבי,זכר,15,0.08
ינאי,יהודי,זכר,326,0.5
ינאל,ערבי,זכר,7,0.58
ינון,יהודי,זכר,200,0.31
יניב,יהודי,זכר,30,0.05
יניר,יהודי,זכר,14,0.02
יעקב,יהודי,זכר,666,1.02
יעקוב,ערבי,זכר,25,0.14
יער,יהודי,זכר,16,0.02
יערי,יהודי,זכר,11,0.02
יפתח,יהודי,זכר,72,0.11
יצחק,יהודי,זכר,637,0.98
יקותיאל,יהודי,זכר,31,0.05
יקיר,יהודי,זכר,42,0.06
ירון,יהודי,זכר,12,0.02
ירחמיאל,יהודי,זכר,12,0.02
ישורון,יהודי,זכר,6,0.01
ישי,יהודי,זכר,370,0.57
ישכר,יהודי,זכר,28,0.04
ישעי,יהודי,זכר,6,0.01
ישעיה,יהודי,זכר,35,0.05
ישעיהו,יהודי,זכר,27,0.04
ישראל,יהודי,זכר,695,1.07
יששכר,יהודי,זכר,20,0.03
כארם,ערבי,זכר,12,0.07
כינאן,ערבי,זכר,16,0.09
כנאן,ערבי,זכר,35,0.2
כפיר,יהודי,זכר,165,0.25
כרים,ערבי,זכר,180,1.01
לאו,יהודי,זכר,6,0.01
לאון,יהודי,זכר,48,0.07
לאונרדו,יהודי,זכר,6,0.01
לב,יהודי,זכר,27,0.04
לביא,יהודי,זכר,468,0.72
להב,יהודי,זכר,17,0.03
לואי,ערבי,זכר,29,0.16
לוטן,יהודי,זכר,11,0.02
לוי,יהודי,זכר,112,0.17
לוקאס,יהודי,זכר,5,0.01
לוקה,יהודי,זכר,5,0.01
ליאב,יהודי,זכר,146,0.22
ליאו,יהודי,זכר,76,0.12
ליאון,יהודי,זכר,34,0.05
לידור,יהודי,זכר,66,0.1
ליונל,ערבי,זכר,6,0.59
ליעוז,יהודי,זכר,15,0.02
ליעם,יהודי,זכר,43,0.07
ליפא,יהודי,זכר,5,0.01
לירוי,יהודי,זכר,179,0.28
לירום,יהודי,זכר,7,0.01
לירם,יהודי,זכר,9,0.01
מאג'ד,ערבי,זכר,32,0.18
מאהר,ערבי,זכר,13,0.07
מאיר,יהודי,זכר,452,0.7
מבשר,יהודי,זכר,23,0.04
מהדי,ערבי,זכר,65,0.37
מהראן,ערבי,זכר,12,0.07
מואייד,ערבי,זכר,23,0.13
מואמן,ערבי,זכר,41,0.23
מוהנד,ערבי,זכר,22,0.12
מוסא,ערבי,זכר,105,0.59
מוסטפא,ערבי,זכר,158,0.89
מועאד,ערבי,זכר,15,0.08
מועאד',ערבי,זכר,20,0.11
מועין,ערבי,זכר,13,0.07
מועתז,ערבי,זכר,72,0.4
מועתסם,ערבי,זכר,23,0.13
מוראד,ערבי,זכר,73,0.41
מורי,יהודי,זכר,14,0.02
מחמוד,ערבי,זכר,374,2.1
מידד,יהודי,זכר,5,0.01
מידן,יהודי,זכר,10,0.02
מייק,יהודי,זכר,8,0.01
מייקל,יהודי,זכר,18,0.03
מיכה,יהודי,זכר,8,0.01
מילן,יהודי,זכר,5,0.01
מישאל,יהודי,זכר,8,0.01
מישיל,ערבי,זכר,7,0.68
מלאכי,יהודי,זכר,134,0.21
מלכיאל,יהודי,זכר,6,0.01
מנדל,יהודי,זכר,10,0.02
מנחם,יהודי,זכר,377,0.58
מנשה,יהודי,זכר,12,0.02
מעוז,יהודי,זכר,25,0.04
מקס,יהודי,זכר,14,0.02
מקסים,יהודי,זכר,30,0.05
מרדכי,יהודי,זכר,382,0.59
מרואן,ערבי,זכר,31,0.17
מרטין,יהודי,זכר,9,0.01
מרסל,יהודי,זכר,4,0.01
משה,יהודי,זכר,1017,1.56
משולם,יהודי,זכר,10,0.02
מתיא,יהודי,זכר,7,0.01
מתנאל,יהודי,זכר,38,0.06
מתניה,יהודי,זכר,37,0.06
מתתיהו,יהודי,זכר,6,0.01
נאדר,ערבי,זכר,17,0.1
נאור,יהודי,זכר,82,0.13
נאיף,ערבי,זכר,12,0.07
נאסר,ערבי,זכר,33,0.19
נבו,יהודי,זכר,212,0.33
נגב,יהודי,זכר,13,0.02
נדב,יהודי,זכר,431,0.66
נדים,ערבי,זכר,17,0.1
נהוראי,יהודי,זכר,540,0.83
נוה,יהודי,זכר,216,0.33
נוריאל,יהודי,זכר,16,0.02
נח,יהודי,זכר,36,0.06
נחום,יהודי,זכר,38,0.06
נחמיה,יהודי,זכר,18,0.03
נחמן,יהודי,זכר,185,0.28
נחשון,יהודי,זכר,12,0.02
ניזאר,ערבי,זכר,14,0.08
נימר,ערבי,זכר,19,0.11
ניסים,יהודי,זכר,37,0.06
ניסן,יהודי,זכר,8,0.01
ניק,יהודי,זכר,8,0.01
ניקולס,יהודי,זכר,5,0.01
ניקיטה,יהודי,זכר,19,0.03
ניתאי,יהודי,זכר,403,0.62
נמרוד,יהודי,זכר,23,0.04
נועה,יהודי,נקבה,1478,2.39
תמר,יהודי,נקבה,1381,2.23
שירה,יהודי,נקבה,1201,1.94
יעל,יהודי,נקבה,1135,1.83
אדל,יהודי,נקבה,1096,1.77
אביגיל,יהודי,נקבה,1039,1.68
איילה,יהודי,נקבה,932,1.51
אסתר,יהודי,נקבה,768,1.24
נויה,יהודי,נקבה,764,1.23
חנה,יהודי,נקבה,719,1.16
אלה,יהודי,נקבה,709,1.15
ליה,יהודי,נקבה,706,1.14
רבקה,יהודי,נקבה,687,1.11
רחל,יהודי,נקבה,642,1.04
הודיה,יהודי,נקבה,630,1.02
עלמה,יהודי,נקבה,619,1
תהל,יהודי,נקבה,557,0.9
חיה,יהודי,נקבה,544,0.88
הילה,יהודי,נקבה,520,0.84
נעמי,יהודי,נקבה,508,0.82
רות,יהודי,נקבה,504,0.81
נגה,יהודי,נקבה,502,0.81
אמה,יהודי,נקבה,472,0.76
גאיה,יהודי,נקבה,401,0.65
אפרת,יהודי,נקבה,398,0.64
לאה,יהודי,נקבה,393,0.63
תהילה,יהודי,נקבה,388,0.63
מיקה,יהודי,נקבה,370,0.6
הדסה,יהודי,נקבה,368,0.59
נעמה,יהודי,נקבה,358,0.58
אמילי,יהודי,נקבה,333,0.54
יהודית,יהודי,נקבה,325,0.53
הדס,יהודי,נקבה,321,0.52
מלכה,יהודי,נקבה,300,0.48
מוריה,יהודי,נקבה,287,0.46
אבישג,יהודי,נקבה,283,0.46
אלישבע,יהודי,נקבה,266,0.43
שני,יהודי,נקבה,252,0.41
דבורה,יהודי,נקבה,239,0.39
אנאל,יהודי,נקבה,233,0.38
נחמה,יהודי,נקבה,219,0.35
אודל,יהודי,נקבה,217,0.35
ברכה,יהודי,נקבה,207,0.33
מאי,יהודי,נקבה,206,0.33
אביטל,יהודי,נקבה,182,0.29
בת שבע,יהודי,נקבה,181,0.29
אלמה,יהודי,נקבה,180,0.29
דניאלה,יהודי,נקבה,176,0.28
הילי,יהודי,נקבה,176,0.28
שילת,יהודי,נקבה,168,0.27
חוה,יהודי,נקבה,162,0.26
צפורה,יהודי,נקבה,161,0.26
יערה,יהודי,נקבה,160,0.26
אלונה,יהודי,נקבה,159,0.26
לינוי,יהודי,נקבה,156,0.25
בתיה,יהודי,נקבה,153,0.25
גלי,יהודי,נקבה,150,0.24
שיראל,יהודי,נקבה,147,0.24
בת,יהודי,נקבה,143,0.23
פיגא,יהודי,נקבה,138,0.22
שושנה,יהודי,נקבה,135,0.22
שי לי,יהודי,נקבה,129,0.21
ענהאל,יהודי,נקבה,124,0.2
רעות,יהודי,נקבה,117,0.19
רונה,יהודי,נקבה,113,0.18
אליאן,יהודי,נקבה,112,0.18
תאיר,יהודי,נקבה,112,0.18
שולמית,יהודי,נקבה,106,0.17
דריה,יהודי,נקבה,103,0.17
יסכה,יהודי,נקבה,101,0.16
איילת,יהודי,נקבה,101,0.16
ליהי,יהודי,נקבה,100,0.16
אמונה,יהודי,נקבה,94,0.15
לורן,יהודי,נקבה,93,0.15
ליהיא,יהודי,נקבה,93,0.15
יולי,יהודי,נקבה,93,0.15
הללי,יהודי,נקבה,93,0.15
טובה,יהודי,נקבה,90,0.15
פנינה,יהודי,נקבה,86,0.14
סופיה,יהודי,נקבה,85,0.14
נוי,יהודי,נקבה,85,0.14
גיטל,יהודי,נקבה,81,0.13
בלומה,יהודי,נקבה,81,0.13
יעלה,יהודי,נקבה,79,0.13
אדוה,יהודי,נקבה,79,0.13
ניקול,יהודי,נקבה,77,0.12
רננה,יהודי,נקבה,77,0.12
עמליה,יהודי,נקבה,75,0.12
צופיה,יהודי,נקבה,75,0.12
יוכבד,יהודי,נקבה,75,0.12
אלינור,יהודי,נקבה,73,0.12
שיינא,יהודי,נקבה,72,0.12
ספיר,יהודי,נקבה,72,0.12
שלי,יהודי,נקבה,71,0.11
אנה,יהודי,נקבה,71,0.11
אחינועם,יהודי,נקבה,68,0.11
תמרה,יהודי,נקבה,66,0.11
שפרה,יהודי,נקבה,65,0.11
אווה,יהודי,נקבה,63,0.1
אודליה,יהודי,נקבה,63,0.1
מיכאלה,יהודי,נקבה,61,0.1
ליבא,יהודי,נקבה,61,0.1
מילה,יהודי,נקבה,61,0.1
שירי,יהודי,נקבה,60,0.1
תפארת,יהודי,נקבה,60,0.1
משי,יהודי,נקבה,60,0.1
נינה,יהודי,נקבה,59,0.1
קורל,יהודי,נקבה,59,0.1
אורה,יהודי,נקבה,57,0.09
דפנה,יהודי,נקבה,55,0.09
ליאה,יהודי,נקבה,55,0.09
צביה,יהודי,נקבה,55,0.09
זואי,יהודי,נקבה,53,0.09
לייה,יהודי,נקבה,52,0.08
דינה,יהודי,נקבה,50,0.08
לילי,יהודי,נקבה,50,0.08
גילה,יהודי,נקבה,50,0.08
אודיה,יהודי,נקבה,49,0.08
עדינה,יהודי,נקבה,49,0.08
אהובה,יהודי,נקבה,47,0.08
נופר,יהודי,נקבה,46,0.07
אליענה,יהודי,נקבה,45,0.07
מרגלית,יהודי,נקבה,45,0.07
איימי,יהודי,נקבה,44,0.07
רייזל,יהודי,נקבה,44,0.07
ענבל,יהודי,נקבה,44,0.07
יוטא,יהודי,נקבה,44,0.07
עטרה,יהודי,נקבה,41,0.07
גולדה,יהודי,נקבה,40,0.06
טלי,יהודי,נקבה,39,0.06
קרן,יהודי,נקבה,38,0.06
גליה,יהודי,נקבה,38,0.06
אליס,יהודי,נקבה,38,0.06
אופל,יהודי,נקבה,38,0.06
אמיליה,יהודי,נקבה,37,0.06
נילי,יהודי,נקבה,37,0.06
אילת,יהודי,נקבה,37,0.06
הינדא,יהודי,נקבה,37,0.06
קים,יהודי,נקבה,37,0.06
מילי,יהודי,נקבה,36,0.06
ליטל,יהודי,נקבה,36,0.06
יפה,יהודי,נקבה,36,0.06
פערל,יהודי,נקבה,36,0.06
רינה,יהודי,נקבה,36,0.06
מייה,יהודי,נקבה,35,0.06
שיינדל,יהודי,נקבה,35,0.06
חגית,יהודי,נקבה,34,0.05
בת אל,יהודי,נקבה,34,0.05
אלכסנדרה,יהודי,נקבה,33,0.05
אמי,יהודי,נקבה,33,0.05
מנוחה,יהודי,נקבה,31,0.05
לילך,יהודי,נקבה,31,0.05
רעיה,יהודי,נקבה,31,0.05
בילא,יהודי,נקבה,31,0.05
קארין,יהודי,נקבה,30,0.05
ענאל,יהודי,נקבה,30,0.05
קרני,יהודי,נקבה,29,0.05
אלומה,יהודי,נקבה,28,0.05
אליזבט,יהודי,נקבה,28,0.05
ליאנה,יהודי,נקבה,27,0.04
כליל,יהודי,נקבה,26,0.04
ליאורה,יהודי,נקבה,26,0.04
רוחמה,יהודי,נקבה,26,0.04
אליסה,יהודי,נקבה,25,0.04
הניה,יהודי,נקבה,25,0.04
עליזה,יהודי,נקבה,25,0.04
פריידא,יהודי,נקבה,25,0.04
שירן,יהודי,נקבה,25,0.04
מושקא,יהודי,נקבה,24,0.04
אלינוי,יהודי,נקבה,24,0.04
איידל,יהודי,נקבה,24,0.04
ליב,יהודי,נקבה,24,0.04
אוולין,יהודי,נקבה,24,0.04
מיטל,יהודי,נקבה,24,0.04
איילת השחר,יהודי,נקבה,24,0.04
דיאנה,יהודי,נקבה,23,0.04
אוליביה,יהודי,נקבה,23,0.04
דורין,יהודי,נקבה,23,0.04
אמלי,יהודי,נקבה,22,0.04
שילי,יהודי,נקבה,22,0.04
נאוה,יהודי,נקבה,22,0.04
אנאבל,יהודי,נקבה,22,0.04
שטערנא,יהודי,נקבה,22,0.04
איטה,יהודי,נקבה,22,0.04
אמור,יהודי,נקבה,22,0.04
שרי,יהודי,נקבה,22,0.04
צילה,יהודי,נקבה,21,0.03
טהר,יהודי,נקבה,21,0.03
מזל,יהודי,נקבה,20,0.03
תהלה,יהודי,נקבה,20,0.03
סופי,יהודי,נקבה,19,0.03
מירב,יהודי,נקבה,19,0.03
צירל,יהודי,נקבה,19,0.03
סימא,יהודי,נקבה,19,0.03
ראשית,יהודי,נקבה,19,0.03
טויבא,יהודי,נקבה,19,0.03
שירז,יהודי,נקבה,19,0.03
ויקטוריה,יהודי,נקבה,18,0.03
גבריאלה,יהודי,נקבה,18,0.03
צליל,יהודי,נקבה,18,0.03
ליאת,יהודי,נקבה,18,0.03
זהבה,יהודי,נקבה,18,0.03
גיטי,יהודי,נקבה,18,0.03
איב,יהודי,נקבה,17,0.03
עדיה,יהודי,נקבה,17,0.03
הלן,יהודי,נקבה,17,0.03
מירל,יהודי,נקבה,17,0.03
היילי,יהודי,נקבה,17,0.03
רותי,יהודי,נקבה,17,0.03
אורטל,יהודי,נקבה,17,0.03
תמרי,יהודי,נקבה,17,0.03
חרות,יהודי,נקבה,17,0.03
תכלת,יהודי,נקבה,17,0.03
קמה,יהודי,נקבה,17,0.03
רחלי,יהודי,נקבה,16,0.03
אלינה,יהודי,נקבה,16,0.03
אסנת,יהודי,נקבה,16,0.03
קירה,יהודי,נקבה,16,0.03
נלי,יהודי,נקבה,16,0.03
כנרת,יהודי,נקבה,16,0.03
ערבה,יהודי,נקבה,15,0.02
נעומי,יהודי,נקבה,15,0.02
שנהב,יהודי,נקבה,15,0.02
עטל,יהודי,נקבה,15,0.02
פראדל,יהודי,נקבה,15,0.02
ליפז,יהודי,נקבה,15,0.02
מירי,יהודי,נקבה,15,0.02
לינור,יהודי,נקבה,15,0.02
שריי,יהודי,נקבה,15,0.02
בלה,יהודי,נקבה,15,0.02
פייגי,יהודי,נקבה,14,0.02
קשת,יהודי,נקבה,14,0.02
זיסל,יהודי,נקבה,14,0.02
אלטע,יהודי,נקבה,14,0.02
הגר,יהודי,נקבה,14,0.02
רנה,יהודי,נקבה,14,0.02
תגל,יהודי,נקבה,14,0.02
שירלי,יהודי,נקבה,14,0.02
טופז,יהודי,נקבה,14,0.02
ניקה,יהודי,נקבה,13,0.02
אנבל,יהודי,נקבה,13,0.02
הענא,יהודי,נקבה,13,0.02
אורלי,יהודי,נקבה,13,0.02
ברוריה,יהודי,נקבה,13,0.02
גאולה,יהודי,נקבה,13,0.02
חדוה,יהודי,נקבה,13,0.02
יהלום,יהודי,נקבה,13,0.02
עלקא,יהודי,נקבה,13,0.02
עטרת,יהודי,נקבה,13,0.02
מיטב,יהודי,נקבה,13,0.02
רימון,יהודי,נקבה,13,0.02
מילנה,יהודי,נקבה,12,0.02
דליה,יהודי,נקבה,12,0.02
הלני,יהודי,נקבה,12,0.02
לונה,יהודי,נקבה,12,0.02
פסיה,יהודי,נקבה,12,0.02
פרידא,יהודי,נקבה,12,0.02
מיילי,יהודי,נקבה,12,0.02
יעלי,יהודי,נקבה,12,0.02
דוריה,יהודי,נקבה,12,0.02
עיינה,יהודי,נקבה,12,0.02
טובי,יהודי,נקבה,12,0.02
פרומט,יהודי,נקבה,12,0.02
אנסטסיה,יהודי,נקבה,11,0.02
מוריאל,יהודי,נקבה,11,0.02
איריס,יהודי,נקבה,11,0.02
שיינה,יהודי,נקבה,11,0.02
חני,יהודי,נקבה,11,0.02
איילין,יהודי,נקבה,11,0.02
פז,יהודי,נקבה,11,0.02
תרצה,יהודי,נקבה,11,0.02
רינת,יהודי,נקבה,11,0.02
אורפז,יהודי,נקבה,11,0.02
אשירה,יהודי,נקבה,10,0.02
אילנה,יהודי,נקבה,10,0.02
קרולינה,יהודי,נקבה,10,0.02
פרומה,יהודי,נקבה,10,0.02
ארייה,יהודי,נקבה,10,0.02
בתאל,יהודי,נקבה,10,0.02
אסיה,יהודי,נקבה,10,0.02
שאנל,יהודי,נקבה,10,0.02
כנה,יהודי,נקבה,10,0.02
יפעת,יהודי,נקבה,10,0.02
אבלין,יהודי,נקבה,10,0.02
מאירה,יהודי,נקבה,10,0.02
ענת,יהודי,נקבה,10,0.02
פרידה,יהודי,נקבה,10,0.02
אופאל,יהודי,נקבה,10,0.02
בל,יהודי,נקבה,10,0.02
אריקה,יהודי,נקבה,9,0.01
אורית,יהודי,נקבה,9,0.01
תלמה,יהודי,נקבה,9,0.01
לבנה,יהודי,נקבה,9,0.01
קמילה,יהודי,נקבה,9,0.01
קסם,יהודי,נקבה,9,0.01
גאלדא,יהודי,נקבה,9,0.01
מיי,יהודי,נקבה,9,0.01
סוניה,יהודי,נקבה,9,0.01
מירה,יהודי,נקבה,9,0.01
אפריל,יהודי,נקבה,9,0.01
שנאל,יהודי,נקבה,9,0.01
נהרה,יהודי,נקבה,9,0.01
ילין,יהודי,נקבה,9,0.01
ליר,יהודי,נקבה,9,0.01
אושרת,יהודי,נקבה,9,0.01
תחיה,יהודי,נקבה,9,0.01
שינא,יהודי,נקבה,9,0.01
תמה,יהודי,נקבה,9,0.01
נורית,יהודי,נקבה,9,0.01
אודאל,יהודי,נקבה,8,0.01
קלואי,יהודי,נקבה,8,0.01
פערי,יהודי,נקבה,8,0.01
שיינדי,יהודי,נקבה,8,0.01
קרין,יהודי,נקבה,8,0.01
מלודי,יהודי,נקבה,8,0.01
ציפא,יהודי,נקבה,8,0.01
מינה,יהודי,נקבה,8,0.01
מליסה,יהודי,נקבה,8,0.01
אלמז,יהודי,נקבה,8,0.01
תיאה,יהודי,נקבה,8,0.01
נסיה,יהודי,נקבה,8,0.01
יה-לי,יהודי,נקבה,8,0.01
עינת,יהודי,נקבה,8,0.01
צוריה,יהודי,נקבה,8,0.01
אריאלה,יהודי,נקבה,8,0.01
בינה,יהודי,נקבה,8,0.01
רויטל,יהודי,נקבה,8,0.01
נהורה,יהודי,נקבה,8,0.01
סנדרה,יהודי,נקבה,8,0.01
היאלי,יהודי,נקבה,8,0.01
מריאל,יהודי,נקבה,8,0.01
ליזה,יהודי,נקבה,8,0.01
שבות,יהודי,נקבה,8,0.01
קריסטינה,יהודי,נקבה,8,0.01
ולריה,יהודי,נקבה,7,0.01
אדלינה,יהודי,נקבה,7,0.01
לארה,יהודי,נקבה,7,0.01
אלכסה,יהודי,נקבה,7,0.01
גולדי,יהודי,נקבה,7,0.01
בתשבע,יהודי,נקבה,7,0.01
אבגיל,יהודי,נקבה,7,0.01
מינדל,יהודי,נקבה,7,0.01
איטא,יהודי,נקבה,7,0.01
ברית,יהודי,נקבה,7,0.01
שרית,יהודי,נקבה,7,0.01
דפני,יהודי,נקבה,7,0.01
אמליה,יהודי,נקבה,7,0.01
סיאל,יהודי,נקבה,7,0.01
לריאן,יהודי,נקבה,7,0.01
עדה,יהודי,נקבה,7,0.01
דיה,יהודי,נקבה,7,0.01
בת חן,יהודי,נקבה,7,0.01
שירת,יהודי,נקבה,7,0.01
נסלי,יהודי,נקבה,7,0.01
שבע,יהודי,נקבה,7,0.01
רויזא,יהודי,נקבה,7,0.01
ענוה,יהודי,נקבה,7,0.01
ביתיה,יהודי,נקבה,7,0.01
קיילה,יהודי,נקבה,6,0.01
מריאנה,יהודי,נקבה,6,0.01
ג'סיקה,יהודי,נקבה,6,0.01
פרלה,יהודי,נקבה,6,0.01
איילי,יהודי,נקבה,6,0.01
אתל,יהודי,נקבה,6,0.01
מילכה,יהודי,נקבה,6,0.01
אוולינה,יהודי,נקבה,6,0.01
אביבה,יהודי,נקבה,6,0.01
הלנה,יהודי,נקבה,6,0.01
טילא,יהודי,נקבה,6,0.01
לבונה,יהודי,נקבה,6,0.01
ריזל,יהודי,נקבה,6,0.01
ראדא,יהודי,נקבה,6,0.01
צוף,יהודי,נקבה,6,0.01
מוניקה,יהודי,נקבה,6,0.01
בת ציון,יהודי,נקבה,6,0.01
צהלי,יהודי,נקבה,6,0.01
יונית,יהודי,נקבה,6,0.01
עתליה,יהודי,נקבה,6,0.01
שיה,יהודי,נקבה,6,0.01
נסים,ערבי,זכר,39,0.22
נעים,ערבי,זכר,18,0.1
נפתלי,יהודי,זכר,133,0.2
נצר,יהודי,זכר,6,0.01
נתיב,יהודי,זכר,9,0.01
נתן,יהודי,זכר,323,0.5
נתנאל,יהודי,זכר,475,0.73
סאג'ד,ערבי,זכר,16,0.09
סאלם,ערבי,זכר,44,0.25
סאמי,ערבי,זכר,49,0.28
סאן,יהודי,זכר,6,0.01
סובחי,ערבי,זכר,30,0.17
סוהייב,ערבי,זכר,19,0.11
סטיב,יהודי,זכר,10,0.02
סטיבן,יהודי,זכר,7,0.01
סטפן,יהודי,זכר,5,0.01
סיימון,יהודי,זכר,5,0.01
סיני,יהודי,זכר,20,0.03
סיראג',ערבי,זכר,88,0.49
סלאח,ערבי,זכר,39,0.22
סלאמה,ערבי,זכר,19,0.11
סלע,יהודי,זכר,7,0.01
סמואל,יהודי,זכר,11,0.02
סמיח,ערבי,זכר,15,0.08
סנד,ערבי,זכר,46,0.26
סעד,ערבי,זכר,14,0.08
סער,יהודי,זכר,50,0.08
עאדל,ערבי,זכר,30,0.17
עאטף,ערבי,זכר,16,0.09
עאמר,ערבי,זכר,31,0.17
עבדאללה,ערבי,זכר,176,0.99
עברי,יהודי,זכר,70,0.11
עדנאן,ערבי,זכר,41,0.23
עובדיה,יהודי,זכר,208,0.32
עוביידה,ערבי,זכר,59,0.33
עודאי,ערבי,זכר,85,0.48
עודד,יהודי,זכר,21,0.03
עודה,ערבי,זכר,16,0.09
עווד,ערבי,זכר,14,0.08
עוז,יהודי,זכר,162,0.25
עוזיאל,יהודי,זכר,6,0.01
עות'מאן,ערבי,זכר,28,0.16
עזרא,יהודי,זכר,24,0.04
עזריאל,יהודי,זכר,10,0.02
עיד,ערבי,זכר,12,0.07
עידו,יהודי,זכר,878,1.35
עיטם,יהודי,זכר,12,0.02
עילאי,יהודי,זכר,592,0.91
עילי,יהודי,זכר,172,0.26
עיליי,יהודי,זכר,21,0.03
עילם,יהודי,זכר,9,0.01
עימאד,ערבי,זכר,29,0.16
עיסאם,ערבי,זכר,12,0.07
עלאא,ערבי,זכר,38,0.21
עלאי,יהודי,זכר,7,0.01
עמאר,ערבי,זכר,70,0.39
עמוס,יהודי,זכר,21,0.03
עמיאל,יהודי,זכר,5,0.01
עמיחי,יהודי,זכר,77,0.12
עמיר,ערבי,זכר,6,0.5
עמראן,ערבי,זכר,46,0.26
עמרו,ערבי,זכר,27,0.15
עמרם,יהודי,זכר,18,0.03
ענאן,ערבי,זכר,13,0.07
ענר,יהודי,זכר,14,0.02
עפיף,ערבי,זכר,12,0.07
עקיבא,יהודי,זכר,83,0.13
עקיבה,יהודי,זכר,5,0.01
ערד,יהודי,זכר,7,0.01
ערן,יהודי,זכר,25,0.04
עשהאל,יהודי,זכר,9,0.01
עתי,יהודי,זכר,107,0.16
פאיז,ערבי,זכר,15,0.08
פהד,ערבי,זכר,20,0.11
פואד,ערבי,זכר,23,0.13
פורת,יהודי,זכר,7,0.01
פיטר,ערבי,זכר,6,0.59
פייר,ערבי,זכר,8,0.78
פיראס,ערבי,זכר,20,0.11
פלא,יהודי,זכר,9,0.01
פנחס,יהודי,זכר,155,0.24
פסח,יהודי,זכר,8,0.01
פריד,ערבי,זכר,21,0.12
פרנסיס,ערבי,זכר,8,0.78
פתחי,ערבי,זכר,15,0.08
צבי,יהודי,זכר,198,0.3
צוק,יהודי,זכר,5,0.01
צור,יהודי,זכר,46,0.07
צורי,יהודי,זכר,15,0.02
צוריאל,יהודי,זכר,10,0.02
קאי,יהודי,זכר,26,0.04
קאסם,ערבי,זכר,54,0.3
קוסאי,ערבי,זכר,130,0.73
קורן,יהודי,זכר,75,0.12
קייס,ערבי,זכר,80,0.45
קינאן,ערבי,זכר,26,0.15
קנאן,ערבי,זכר,20,0.11
ראובן,יהודי,זכר,92,0.14
ראזי,ערבי,זכר,32,0.18
ראמי,ערבי,זכר,29,0.16
רביב,יהודי,זכר,6,0.01
רביע,ערבי,זכר,17,0.1
רגב,יהודי,זכר,18,0.03
רדא,ערבי,זכר,12,0.07
רואד,ערבי,זכר,29,0.16
רואי,יהודי,זכר,103,0.16
רווה,יהודי,זכר,6,0.01
רוי,יהודי,זכר,103,0.16
רונאל,יהודי,זכר,26,0.04
רונן,יהודי,זכר,10,0.02
רועי,יהודי,זכר,366,0.56
רזיאל,יהודי,זכר,28,0.04
ריאד,ערבי,זכר,23,0.13
רידא,ערבי,זכר,12,0.07
ריו,יהודי,זכר,5,0.01
ריי,יהודי,זכר,11,0.02
רן,יהודי,זכר,44,0.07
רנאל,יהודי,זכר,6,0.01
רנן,יהודי,זכר,8,0.01
רעי,יהודי,זכר,28,0.04
רענן,יהודי,זכר,5,0.01
רפאל,יהודי,זכר,456,0.7
רקאן,ערבי,זכר,17,0.1
רשאד,ערבי,זכר,12,0.07
שאדי,ערבי,זכר,36,0.2
שאול,יהודי,זכר,44,0.07
שאכר,ערבי,זכר,12,0.07
שבתאי,יהודי,זכר,5,0.01
שבתי,יהודי,זכר,7,0.01
שגב,יהודי,זכר,25,0.04
שגיא,יהודי,זכר,89,0.14
שגיב,יהודי,זכר,13,0.02
שון,יהודי,זכר,111,0.17
שחק,יהודי,זכר,7,0.01
שי-אל,יהודי,זכר,8,0.01
שילו,יהודי,זכר,15,0.02
שלו,יהודי,זכר,122,0.19
שלום,יהודי,זכר,182,0.28
