Name,Sector,Gender,Number,Percentage
סעיד,Arab,Male,72,0.4
אדיר,Arab,Male,8,0.67
אדם,Arab,Male,486,2.73
אדריאן,Arab,Male,8,0.78
אחמד,Arab,Male,968,5.44
איאן,Arab,Male,12,1
אייל,Arab,Male,13,1.08
אילי,Arab,Male,6,0.59
אימאן,Arab,Male,25,0.14
אליאס,Arab,Male,38,0.21
אמיר,Arab,Male,343,1.93
אנוור,Arab,Male,15,0.08
אסיל,Arab,Male,16,0.09
אסלאם,Arab,Male,26,0.15
ארז,Arab,Male,13,1.08
בראאה,Arab,Male,28,0.16
עיסא,Arab,Male,44,0.25
ג'וד,Arab,Male,198,1.11
ג'וליאן,Arab,Male,13,1.27
גבריאל,Arab,Male,6,0.59
פאדי,Arab,Male,34,0.19
פארס,Arab,Male,72,0.4
גוד,Arab,Male,74,0.42
דן,Arab,Male,16,1.33
דניאל,Arab,Male,20,1.67
יוסף,Arab,Male,593,3.33
כריסטיאן,Arab,Male,11,1.08
כרם,Arab,Male,173,0.97
ראני,Arab,Male,6,0.59
ליאם,Arab,Male,10,0.83
לירן,Arab,Male,7,0.58
מוחמד,Arab,Male,2600,14.62
מלאק,Arab,Male,66,0.37
מרק,Arab,Male,11,1.08
נור,Arab,Male,73,0.41
ניל,Arab,Male,28,2.34
סמר,Arab,Male,20,0.11
עבד,Arab,Male,508,2.86
עדי,Arab,Male,26,0.15
עומר,Arab,Male,554,3.11
עומרי,Arab,Male,65,0.37
עז,Arab,Male,47,0.26
עלי,Arab,Male,425,2.39
ראם,Arab,Male,6,0.5
רון,Arab,Male,7,0.58
ריאן,Arab,Male,131,0.74
רם,Arab,Male,14,1.17
תמיר,Arab,Male,8,0.67
אביב,Jew,Male,350,0.54
אביה,Jew,Male,18,0.03
אגם,Jew,Male,28,0.04
אדיר,Jew,Male,129,0.2
אדם,Jew,Male,475,0.73
אדר,Jew,Male,52,0.08
אדריאן,Jew,Male,10,0.02
אופיר,Jew,Male,295,0.45
אופק,Jew,Male,241,0.37
אופרי,Jew,Male,19,0.03
אור,Jew,Male,415,0.64
אוראל,Jew,Male,163,0.25
אורי,Jew,Male,1477,2.27
אוריאן,Jew,Male,20,0.03
אוריה,Jew,Male,202,0.31
אורין,Jew,Male,44,0.07
אורן,Jew,Male,109,0.17
אושר,Jew,Male,173,0.27
אושרי,Jew,Male,108,0.17
איאן,Jew,Male,6,0.01
אייל,Jew,Male,291,0.45
אייר,Jew,Male,9,0.01
אילי,Jew,Male,18,0.03
אימרי,Jew,Male,130,0.2
אלי,Jew,Male,22,0.03
אליאס,Jew,Male,11,0.02
אליה,Jew,Male,603,0.93
אלירז,Jew,Male,24,0.04
אלכס,Jew,Male,5,0.01
אלמוג,Jew,Male,114,0.18
אמיר,Jew,Male,109,0.17
אסיף,Jew,Male,11,0.02
אפק,Jew,Male,28,0.04
ארבל,Jew,Male,104,0.16
ארז,Jew,Male,107,0.16
אריאל,Jew,Male,1252,1.93
אריה,Jew,Male,136,0.21
בארי,Jew,Male,201,0.31
בר,Jew,Male,104,0.16
ג'וד,Jew,Male,14,0.02
ג'וליאן,Jew,Male,10,0.02
גבריאל,Jew,Male,152,0.23
גוני,Jew,Male,22,0.03
גורי,Jew,Male,6,0.01
גיא,Jew,Male,563,0.87
גיל,Jew,Male,61,0.09
גילי,Jew,Male,24,0.04
גל,Jew,Male,143,0.22
גפן,Jew,Male,38,0.06
דור,Jew,Male,319,0.49
דורון,Jew,Male,49,0.08
דורי,Jew,Male,20,0.03
דן,Jew,Male,194,0.3
דני,Jew,Male,12,0.02
דניאל,Jew,Male,1191,1.83
דר,Jew,Male,5,0.01
דרור,Jew,Male,68,0.1
הדר,Jew,Male,74,0.11
הלל,Jew,Male,322,0.5
הראל,Jew,Male,606,0.93
זוהר,Jew,Male,98,0.15
זיו,Jew,Male,142,0.22
חושן,Jew,Male,14,0.02
חן,Jew,Male,19,0.03
טוהר,Jew,Male,38,0.06
טל,Jew,Male,147,0.23
טלאור,Jew,Male,5,0.01
יהב,Jew,Male,211,0.32
יהל,Jew,Male,58,0.09
יהלי,Jew,Male,259,0.4
יובל,Jew,Male,422,0.65
יוסף,Jew,Male,1344,2.07
ים,Jew,Male,30,0.05
ירדן,Jew,Male,127,0.2
ירין,Jew,Male,211,0.32
כריסטיאן,Jew,Male,6,0.01
כרם,Jew,Male,18,0.03
כרמי,Jew,Male,26,0.04
כרמל,Jew,Male,28,0.04
לוטם,Jew,Male,16,0.02
לי,Jew,Male,14,0.02
ליאור,Jew,Male,374,0.58
ליאל,Jew,Male,112,0.17
ליאם,Jew,Male,450,0.69
ליבי,Jew,Male,13,0.02
ליעד,Jew,Male,144,0.22
לירון,Jew,Male,36,0.06
לירז,Jew,Male,11,0.02
לירי,Jew,Male,6,0.01
לירן,Jew,Male,54,0.08
לישי,Jew,Male,10,0.02
לני,Jew,Male,52,0.08
לשם,Jew,Male,7,0.01
מאור,Jew,Male,356,0.55
מאורי,Jew,Male,11,0.02
מור,Jew,Male,27,0.04
מורן,Jew,Male,10,0.02
מטר,Jew,Male,9,0.01
מיאל,Jew,Male,7,0.01
מיכאל,Jew,Male,597,0.92
מיכל,Jew,Male,17,0.03
מילאן,Jew,Male,11,0.02
מירון,Jew,Male,25,0.04
מישל,Jew,Male,9,0.01
מיתר,Jew,Male,11,0.02
מנור,Jew,Male,11,0.02
מעיין,Jew,Male,160,0.25
מרום,Jew,Male,28,0.04
מרק,Jew,Male,27,0.04
מתן,Jew,Male,319,0.49
נועם,Jew,Male,1608,2.47
נור,Jew,Male,5,0.01
נטע,Jew,Male,67,0.1
ניב,Jew,Male,55,0.08
ניל,Jew,Male,26,0.04
ניצן,Jew,Male,32,0.05
ניר,Jew,Male,81,0.12
נרי,Jew,Male,13,0.02
נריה,Jew,Male,181,0.28
סאלי,Jew,Male,8,0.01
סהר,Jew,Male,126,0.19
סול,Jew,Male,9,0.01
סיון,Jew,Male,8,0.01
סתיו,Jew,Male,29,0.04
עבד,Jew,Male,6,0.01
עדי,Jew,Male,81,0.12
עדיאל,Jew,Male,70,0.11
עדן,Jew,Male,52,0.08
עומר,Jew,Male,695,1.07
עומרי,Jew,Male,332,0.51
עופר,Jew,Male,48,0.07
עופרי,Jew,Male,75,0.12
עז,Jew,Male,7,0.01
עידן,Jew,Male,382,0.59
עינב,Jew,Male,5,0.01
עלי,Jew,Male,14,0.02
עמית,Jew,Male,607,0.93
עמנואל,Jew,Male,81,0.12
ענבר,Jew,Male,29,0.04
פאר,Jew,Male,32,0.05
פלג,Jew,Male,96,0.15
פריאל,Jew,Male,11,0.02
ציון,Jew,Male,13,0.02
קדם,Jew,Male,14,0.02
ראם,Jew,Male,81,0.12
רביד,Jew,Male,23,0.04
רום,Jew,Male,183,0.28
רומי,Jew,Male,16,0.02
רון,Jew,Male,222,0.34
רוני,Jew,Male,29,0.04
רותם,Jew,Male,137,0.21
רז,Jew,Male,86,0.13
ריאן,Jew,Male,10,0.02
ריף,Jew,Male,19,0.03
רם,Jew,Male,19,0.03
רני,Jew,Male,68,0.1
שביט,Jew,Male,8,0.01
שובל,Jew,Male,14,0.02
שוהם,Jew,Male,98,0.15
שחף,Jew,Male,21,0.03
שחר,Jew,Male,283,0.44
שי,Jew,Male,186,0.29
שי-לי,Jew,Male,5,0.01
שילה,Jew,Male,190,0.29
שיר,Jew,Male,26,0.04
שמחה,Jew,Male,102,0.16
שקד,Jew,Male,116,0.18
שרון,Jew,Male,10,0.02
תבל,Jew,Male,13,0.02
תום,Jew,Male,191,0.29
תומר,Jew,Male,201,0.31
תמיר,Jew,Male,58,0.09
גלעד,Jew,Male,,
תיים,Arab,Male,40,0.22
אדהם,Arab,Male,35,0.2
אוסאמה,Arab,Male,48,0.27
אוסיד,Arab,Male,17,0.1
איאד,Arab,Male,18,0.1
איאס,Arab,Male,25,0.14
איהאב,Arab,Male,22,0.12
איוב,Arab,Male,52,0.29
איסמאיל,Arab,Male,49,0.28
אכרם,Arab,Male,37,0.21
אמג'ד,Arab,Male,22,0.12
אניל,Arab,Male,21,1.75
אנס,Arab,Male,85,0.48
אשרף,Arab,Male,18,0.1
באסם,Arab,Male,51,0.29
בדר,Arab,Male,13,0.07
בהאא,Arab,Male,14,0.08
בולוס,Arab,Male,7,0.68
בכר,Arab,Male,32,0.18
בלאל,Arab,Male,39,0.22
בשאר,Arab,Male,19,0.11
בשיר,Arab,Male,19,0.11
ג'אבר,Arab,Male,17,0.1
ג'וזף,Arab,Male,16,1.56
ג'ורג',Arab,Male,42,4.11
ג'יהאד,Arab,Male,23,0.13
ג'יריס,Arab,Male,11,1.08
ג'לאל,Arab,Male,16,0.09
ג'מאל,Arab,Male,64,0.36
ג'מיל,Arab,Male,24,0.13
ג'רייס,Arab,Male,6,0.59
גאזי,Arab,Male,12,0.07
דאוד,Arab,Male,22,0.12
דיאא,Arab,Male,18,0.1
האדי,Arab,Male,41,0.23
האשם,Arab,Male,17,0.1
הישאם,Arab,Male,27,0.15
ואיל,Arab,Male,14,0.08
וליד,Arab,Male,67,0.38
וסאם,Arab,Male,58,0.33
זוהיר,Arab,Male,16,0.09
זיאד,Arab,Male,41,0.23
זייד,Arab,Male,65,0.37
זיידאן,Arab,Male,18,0.1
זיין,Arab,Male,90,0.51
זכריא,Arab,Male,40,0.22
ח'אלד,Arab,Male,210,1.18
ח'ליל,Arab,Male,71,0.4
חאתם,Arab,Male,17,0.1
חביב,Arab,Male,21,0.12
חוסאם,Arab,Male,35,0.2
חוסין,Arab,Male,105,0.59
חמד,Arab,Male,18,0.1
חמזה,Arab,Male,123,0.69
חנא,Arab,Male,17,1.66
חסן,Arab,Male,160,0.9
טאהא,Arab,Male,20,0.11
טאלב,Arab,Male,12,0.07
טארק,Arab,Male,29,0.16
טלאל,Arab,Male,12,0.07
יאמן,Arab,Male,110,0.62
יאסין,Arab,Male,80,0.45
יאסר,Arab,Male,24,0.13
יוחנא,Arab,Male,9,0.88
יונס,Arab,Male,48,0.27
יזיד,Arab,Male,42,0.24
יחיא,Arab,Male,127,0.71
ימאן,Arab,Male,15,0.08
ינאל,Arab,Male,7,0.58
יעקוב,Arab,Male,25,0.14
כארם,Arab,Male,12,0.07
כינאן,Arab,Male,16,0.09
כנאן,Arab,Male,35,0.2
כרים,Arab,Male,180,1.01
לואי,Arab,Male,29,0.16
ליונל,Arab,Male,6,0.59
מאג'ד,Arab,Male,32,0.18
מאהר,Arab,Male,13,0.07
מהדי,Arab,Male,65,0.37
מהראן,Arab,Male,12,0.07
מואייד,Arab,Male,23,0.13
מואמן,Arab,Male,41,0.23
מוהנד,Arab,Male,22,0.12
מוסא,Arab,Male,105,0.59
מוסטפא,Arab,Male,158,0.89
מועאד,Arab,Male,15,0.08
מועאד',Arab,Male,20,0.11
מועין,Arab,Male,13,0.07
מועתז,Arab,Male,72,0.4
מועתסם,Arab,Male,23,0.13
מוראד,Arab,Male,73,0.41
מחמוד,Arab,Male,374,2.1
מישיל,Arab,Male,7,0.68
מרואן,Arab,Male,31,0.17
נאדר,Arab,Male,17,0.1
נאיף,Arab,Male,12,0.07
נאסר,Arab,Male,33,0.19
נדים,Arab,Male,17,0.1
ניזאר,Arab,Male,14,0.08
נימר,Arab,Male,19,0.11
נסים,Arab,Male,39,0.22
נעים,Arab,Male,18,0.1
סאג'ד,Arab,Male,16,0.09
סאלם,Arab,Male,44,0.25
סאמי,Arab,Male,49,0.28
סובחי,Arab,Male,30,0.17
סוהייב,Arab,Male,19,0.11
סיראג',Arab,Male,88,0.49
סלאח,Arab,Male,39,0.22
סלאמה,Arab,Male,19,0.11
סמיח,Arab,Male,15,0.08
סנד,Arab,Male,46,0.26
סעד,Arab,Male,14,0.08
עאדל,Arab,Male,30,0.17
עאטף,Arab,Male,16,0.09
עאמר,Arab,Male,31,0.17
עבדאללה,Arab,Male,176,0.99
עדנאן,Arab,Male,41,0.23
עוביידה,Arab,Male,59,0.33
עודאי,Arab,Male,85,0.48
עודה,Arab,Male,16,0.09
עווד,Arab,Male,14,0.08
עות'מאן,Arab,Male,28,0.16
עיד,Arab,Male,12,0.07
עימאד,Arab,Male,29,0.16
עיסאם,Arab,Male,12,0.07
עלאא,Arab,Male,38,0.21
עמאר,Arab,Male,70,0.39
עמיר,Arab,Male,6,0.5
עמראן,Arab,Male,46,0.26
עמרו,Arab,Male,27,0.15
ענאן,Arab,Male,13,0.07
עפיף,Arab,Male,12,0.07
פאיז,Arab,Male,15,0.08
פהד,Arab,Male,20,0.11
פואד,Arab,Male,23,0.13
פיטר,Arab,Male,6,0.59
פייר,Arab,Male,8,0.78
פיראס,Arab,Male,20,0.11
פריד,Arab,Male,21,0.12
פרנסיס,Arab,Male,8,0.78
פתחי,Arab,Male,15,0.08
קאסם,Arab,Male,54,0.3
קוסאי,Arab,Male,130,0.73
קייס,Arab,Male,80,0.45
קינאן,Arab,Male,26,0.15
קנאן,Arab,Male,20,0.11
ראזי,Arab,Male,32,0.18
ראמי,Arab,Male,29,0.16
רביע,Arab,Male,17,0.1
רדא,Arab,Male,12,0.07
רואד,Arab,Male,29,0.16
ריאד,Arab,Male,23,0.13
רידא,Arab,Male,12,0.07
רקאן,Arab,Male,17,0.1
רשאד,Arab,Male,12,0.07
שאדי,Arab,Male,36,0.2
שאכר,Arab,Male,12,0.07
שרבל,Arab,Male,22,2.15
שריף,Arab,Male,19,0.11
תאופיק,Arab,Male,28,0.16
תאמר,Arab,Male,32,0.18
תייסיר,Arab,Male,16,0.09
תים,Arab,Male,15,0.08
אבי,Jew,Male,12,0.02
אביאור,Jew,Male,17,0.03
אביאל,Jew,Male,258,0.4
אביגדור,Jew,Male,19,0.03
אביהו,Jew,Male,18,0.03
אביחי,Jew,Male,61,0.09
אבינועם,Jew,Male,34,0.05
אביעד,Jew,Male,72,0.11
אביר,Jew,Male,5,0.01
אבירם,Jew,Male,8,0.01
אבישי,Jew,Male,167,0.26
אביתר,Jew,Male,312,0.48
אבנר,Jew,Male,17,0.03
אברהם,Jew,Male,908,1.4
אבשלום,Jew,Male,9,0.01
אדוארד,Jew,Male,5,0.01
אדי,Jew,Male,5,0.01
אהוד,Jew,Male,25,0.04
אהרון,Jew,Male,434,0.67
אוהד,Jew,Male,120,0.18
אוליבר,Jew,Male,7,0.01
און,Jew,Male,7,0.01
אוראן,Jew,Male,10,0.02
אורון,Jew,Male,26,0.04
אוריאל,Jew,Male,252,0.39
אחיה,Jew,Male,83,0.13
אידו,Jew,Male,5,0.01
איטן,Jew,Male,7,0.01
איידן,Jew,Male,8,0.01
אייזיק,Jew,Male,5,0.01
איילון,Jew,Male,15,0.02
אילון,Jew,Male,73,0.11
איליה,Jew,Male,11,0.02
איליי,Jew,Male,148,0.23
אילן,Jew,Male,56,0.09
אילעאי,Jew,Male,12,0.02
אילעי,Jew,Male,15,0.02
איתי,Jew,Male,1274,1.96
איתיאל,Jew,Male,30,0.05
איתם,Jew,Male,16,0.02
איתמר,Jew,Male,851,1.31
איתן,Jew,Male,1275,1.96
אל,Jew,Male,10,0.02
אלאור,Jew,Male,17,0.03
אלדד,Jew,Male,13,0.02
אלדר,Jew,Male,25,0.04
אלון,Jew,Male,673,1.03
אלחי,Jew,Male,10,0.02
אלחנן,Jew,Male,220,0.34
אלטר,Jew,Male,10,0.02
אליאב,Jew,Male,196,0.3
אליאור,Jew,Male,77,0.12
אליאל,Jew,Male,23,0.04
אליהב,Jew,Male,5,0.01
אליהו,Jew,Male,353,0.54
אלימלך,Jew,Male,68,0.1
אליסף,Jew,Male,17,0.03
אליעד,Jew,Male,18,0.03
אליעזר,Jew,Male,146,0.22
אליקים,Jew,Male,6,0.01
אלירן,Jew,Male,60,0.09
אלישי,Jew,Male,10,0.02
אלישיב,Jew,Male,27,0.04
אלישמע,Jew,Male,6,0.01
אלישע,Jew,Male,52,0.08
אלכסנדר,Jew,Male,44,0.07
אלן,Jew,Male,11,0.02
אלנתן,Jew,Male,38,0.06
אלעאי,Jew,Male,25,0.04
אלעד,Jew,Male,168,0.26
אלעזר,Jew,Male,181,0.28
אלקנה,Jew,Male,32,0.05
אלראי,Jew,Male,5,0.01
אלרואי,Jew,Male,125,0.19
אלרוי,Jew,Male,5,0.01
אלרום,Jew,Male,9,0.01
אלרועי,Jew,Male,20,0.03
אלתר,Jew,Male,18,0.03
אמוץ,Jew,Male,5,0.01
אמיל,Jew,Male,12,0.02
אמיתי,Jew,Male,184,0.28
אמרי,Jew,Male,65,0.1
אנדי,Jew,Male,10,0.02
אסא,Jew,Male,10,0.02
אסף,Jew,Male,296,0.46
אפיק,Jew,Male,19,0.03
אפרים,Jew,Male,95,0.15
אראל,Jew,Male,40,0.06
ארד,Jew,Male,27,0.04
ארטיום,Jew,Male,8,0.01
ארי,Jew,Male,146,0.22
אריק,Jew,Male,33,0.05
ארתור,Jew,Male,5,0.01
אשל,Jew,Male,7,0.01
אשר,Jew,Male,117,0.18
בועז,Jew,Male,78,0.12
בן,Jew,Male,496,0.76
בן-אל,Jew,Male,6,0.01
בן-ציון,Jew,Male,6,0.01
בנאל,Jew,Male,5,0.01
בנג'מין,Jew,Male,10,0.02
בני,Jew,Male,5,0.01
בניה,Jew,Male,135,0.21
בניהו,Jew,Male,37,0.06
בנימין,Jew,Male,391,0.6
בצלאל,Jew,Male,37,0.06
בראל,Jew,Male,10,0.02
ברוך,Jew,Male,130,0.2
ברוק,Jew,Male,5,0.01
ברי,Jew,Male,12,0.02
ברק,Jew,Male,58,0.09
ברקאי,Jew,Male,5,0.01
ג'אן,Jew,Male,5,0.01
ג'ונתן,Jew,Male,8,0.01
ג'ושוע,Jew,Male,7,0.01
ג'ייקוב,Jew,Male,4,0.01
גבע,Jew,Male,60,0.09
גד,Jew,Male,12,0.02
גדליה,Jew,Male,17,0.03
גדעון,Jew,Male,15,0.02
גולן,Jew,Male,22,0.03
גור,Jew,Male,44,0.07
גידי,Jew,Male,5,0.01
גלאור,Jew,Male,6,0.01
גלבוע,Jew,Male,8,0.01
גלעד,Jew,Male,120,0.18
גמליאל,Jew,Male,7,0.01
גרשון,Jew,Male,14,0.02
דב,Jew,Male,64,0.1
דביר,Jew,Male,201,0.31
דגן,Jew,Male,11,0.02
דובער,Jew,Male,8,0.01
דוד,Jew,Male,1408,2.17
דולב,Jew,Male,60,0.09
דומיניק,Jew,Male,9,0.01
דוראל,Jew,Male,9,0.01
דוריאן,Jew,Male,8,0.01
דותן,Jew,Male,9,0.01
דיויד,Jew,Male,18,0.03
דייויד,Jew,Male,7,0.01
דילן,Jew,Male,32,0.05
דין,Jew,Male,34,0.05
דמיטרי,Jew,Male,6,0.01
דנאל,Jew,Male,5,0.01
דניס,Jew,Male,9,0.01
דקל,Jew,Male,26,0.04
הוד,Jew,Male,32,0.05
הילאי,Jew,Male,7,0.01
הילל,Jew,Male,98,0.15
זאב,Jew,Male,61,0.09
זלמן,Jew,Male,10,0.02
חגי,Jew,Male,39,0.06
חי,Jew,Male,7,0.01
חיים,Jew,Male,551,0.85
חנוך,Jew,Male,31,0.05
חנן,Jew,Male,8,0.01
חננאל,Jew,Male,22,0.03
חנניה,Jew,Male,15,0.02
טאי,Jew,Male,5,0.01
טוביה,Jew,Male,34,0.05
טום,Jew,Male,89,0.14
טומי,Jew,Male,68,0.1
טים,Jew,Male,5,0.01
טימור,Jew,Male,6,0.01
טמסגן,Jew,Male,6,0.01
יאיר,Jew,Male,825,1.27
יאן,Jew,Male,42,0.06
יאר,Jew,Male,10,0.02
יגאל,Jew,Male,6,0.01
יגל,Jew,Male,98,0.15
ידידיה,Jew,Male,165,0.25
ידין,Jew,Male,6,0.01
יהודה,Jew,Male,856,1.32
יהונתן,Jew,Male,1130,1.74
יהושע,Jew,Male,140,0.22
יואב,Jew,Male,418,0.64
יואל,Jew,Male,101,0.16
יוגב,Jew,Male,38,0.06
יוחאי,Jew,Male,55,0.08
יוחנן,Jew,Male,27,0.04
יום,Jew,Male,5,0.01
יונה,Jew,Male,33,0.05
יוני,Jew,Male,16,0.02
יונתן,Jew,Male,887,1.36
יועד,Jew,Male,9,0.01
יוראי,Jew,Male,6,0.01
יותם,Jew,Male,175,0.27
יחזקאל,Jew,Male,79,0.12
יחיאל,Jew,Male,121,0.19
ינאי,Jew,Male,326,0.5
ינון,Jew,Male,200,0.31
יניב,Jew,Male,30,0.05
יניר,Jew,Male,14,0.02
יעקב,Jew,Male,666,1.02
יער,Jew,Male,16,0.02
יערי,Jew,Male,11,0.02
יפתח,Jew,Male,72,0.11
יצחק,Jew,Male,637,0.98
יקותיאל,Jew,Male,31,0.05
יקיר,Jew,Male,42,0.06
ירון,Jew,Male,12,0.02
ירחמיאל,Jew,Male,12,0.02
ישורון,Jew,Male,6,0.01
ישי,Jew,Male,370,0.57
ישכר,Jew,Male,28,0.04
ישעי,Jew,Male,6,0.01
ישעיה,Jew,Male,35,0.05
ישעיהו,Jew,Male,27,0.04
ישראל,Jew,Male,695,1.07
יששכר,Jew,Male,20,0.03
כפיר,Jew,Male,165,0.25
לאו,Jew,Male,6,0.01
לאון,Jew,Male,48,0.07
לאונרדו,Jew,Male,6,0.01
לב,Jew,Male,27,0.04
לביא,Jew,Male,468,0.72
להב,Jew,Male,17,0.03
לוטן,Jew,Male,11,0.02
לוי,Jew,Male,112,0.17
לוקאס,Jew,Male,5,0.01
לוקה,Jew,Male,5,0.01
ליאב,Jew,Male,146,0.22
ליאו,Jew,Male,76,0.12
ליאון,Jew,Male,34,0.05
לידור,Jew,Male,66,0.1
ליעוז,Jew,Male,15,0.02
ליעם,Jew,Male,43,0.07
ליפא,Jew,Male,5,0.01
לירוי,Jew,Male,179,0.28
לירום,Jew,Male,7,0.01
לירם,Jew,Male,9,0.01
מאיר,Jew,Male,452,0.7
מבשר,Jew,Male,23,0.04
מורי,Jew,Male,14,0.02
מידד,Jew,Male,5,0.01
מידן,Jew,Male,10,0.02
מייק,Jew,Male,8,0.01
מייקל,Jew,Male,18,0.03
מיכה,Jew,Male,8,0.01
מילן,Jew,Male,5,0.01
מישאל,Jew,Male,8,0.01
מלאכי,Jew,Male,134,0.21
מלכיאל,Jew,Male,6,0.01
מנדל,Jew,Male,10,0.02
מנחם,Jew,Male,377,0.58
מנשה,Jew,Male,12,0.02
מעוז,Jew,Male,25,0.04
מקס,Jew,Male,14,0.02
מקסים,Jew,Male,30,0.05
מרדכי,Jew,Male,382,0.59
מרטין,Jew,Male,9,0.01
מרסל,Jew,Male,4,0.01
משה,Jew,Male,1017,1.56
משולם,Jew,Male,10,0.02
מתיא,Jew,Male,7,0.01
מתנאל,Jew,Male,38,0.06
מתניה,Jew,Male,37,0.06
מתתיהו,Jew,Male,6,0.01
נאור,Jew,Male,82,0.13
נבו,Jew,Male,212,0.33
נגב,Jew,Male,13,0.02
נדב,Jew,Male,431,0.66
נהוראי,Jew,Male,540,0.83
נוה,Jew,Male,216,0.33
נוריאל,Jew,Male,16,0.02
נח,Jew,Male,36,0.06
נחום,Jew,Male,38,0.06
נחמיה,Jew,Male,18,0.03
נחמן,Jew,Male,185,0.28
נחשון,Jew,Male,12,0.02
ניסים,Jew,Male,37,0.06
ניסן,Jew,Male,8,0.01
ניק,Jew,Male,8,0.01
ניקולס,Jew,Male,5,0.01
ניקיטה,Jew,Male,19,0.03
ניתאי,Jew,Male,403,0.62
נמרוד,Jew,Male,23,0.04
נפתלי,Jew,Male,133,0.2
נצר,Jew,Male,6,0.01
נתיב,Jew,Male,9,0.01
נתן,Jew,Male,323,0.5
נתנאל,Jew,Male,475,0.73
סאן,Jew,Male,6,0.01
סטיב,Jew,Male,10,0.02
סטיבן,Jew,Male,7,0.01
סטפן,Jew,Male,5,0.01
סיימון,Jew,Male,5,0.01
סיני,Jew,Male,20,0.03
סלע,Jew,Male,7,0.01
סמואל,Jew,Male,11,0.02
סער,Jew,Male,50,0.08
עברי,Jew,Male,70,0.11
עובדיה,Jew,Male,208,0.32
עודד,Jew,Male,21,0.03
עוז,Jew,Male,162,0.25
עוזיאל,Jew,Male,6,0.01
עזרא,Jew,Male,24,0.04
עזריאל,Jew,Male,10,0.02
עידו,Jew,Male,878,1.35
עיטם,Jew,Male,12,0.02
עילאי,Jew,Male,592,0.91
עילי,Jew,Male,172,0.26
עיליי,Jew,Male,21,0.03
עילם,Jew,Male,9,0.01
עלאי,Jew,Male,7,0.01
עמוס,Jew,Male,21,0.03
עמיאל,Jew,Male,5,0.01
עמיחי,Jew,Male,77,0.12
עמרם,Jew,Male,18,0.03
ענר,Jew,Male,14,0.02
עקיבא,Jew,Male,83,0.13
עקיבה,Jew,Male,5,0.01
ערד,Jew,Male,7,0.01
ערן,Jew,Male,25,0.04
עשהאל,Jew,Male,9,0.01
עתי,Jew,Male,107,0.16
פורת,Jew,Male,7,0.01
פלא,Jew,Male,9,0.01
פנחס,Jew,Male,155,0.24
פסח,Jew,Male,8,0.01
צבי,Jew,Male,198,0.3
צוק,Jew,Male,5,0.01
צור,Jew,Male,46,0.07
צורי,Jew,Male,15,0.02
צוריאל,Jew,Male,10,0.02
קאי,Jew,Male,26,0.04
קורן,Jew,Male,75,0.12
ראובן,Jew,Male,92,0.14
רביב,Jew,Male,6,0.01
רגב,Jew,Male,18,0.03
רואי,Jew,Male,103,0.16
רווה,Jew,Male,6,0.01
רוי,Jew,Male,103,0.16
רונאל,Jew,Male,26,0.04
רונן,Jew,Male,10,0.02
רועי,Jew,Male,366,0.56
רזיאל,Jew,Male,28,0.04
ריו,Jew,Male,5,0.01
ריי,Jew,Male,11,0.02
רן,Jew,Male,44,0.07
רנאל,Jew,Male,6,0.01
רנן,Jew,Male,8,0.01
רעי,Jew,Male,28,0.04
רענן,Jew,Male,5,0.01
רפאל,Jew,Male,456,0.7
שאול,Jew,Male,44,0.07
שבתאי,Jew,Male,5,0.01
שבתי,Jew,Male,7,0.01
שגב,Jew,Male,25,0.04
שגיא,Jew,Male,89,0.14
שגיב,Jew,Male,13,0.02
שון,Jew,Male,111,0.17
שחק,Jew,Male,7,0.01
שי-אל,Jew,Male,8,0.01
שילו,Jew,Male,15,0.02
שלו,Jew,Male,122,0.19
שלום,Jew,Male,182,0.28
שלומי,Jew,Male,14,0.02
שליו,Jew,Male,155,0.24
שלם,Jew,Male,6,0.01
שלמה,Jew,Male,477,0.73
שמואל,Jew,Male,534,0.82
שמעון,Jew,Male,469,0.72
שמעיה,Jew,Male,9,0.01
שמשון,Jew,Male,24,0.04
שניאור,Jew,Male,110,0.17
שניר,Jew,Male,18,0.03
שראל,Jew,Male,5,0.01
שרגא,Jew,Male,14,0.02
שריה,Jew,Male,5,0.01
תבור,Jew,Male,17,0.03
תדהר,Jew,Male,6,0.01
תובל,Jew,Male,5,0.01
תומאס,Jew,Male,8,0.01
תומי,Jew,Male,6,0.01
תיאו,Jew,Male,8,0.01
יורם,Jew,Male,1,0.0001
אברהים,Arab,Male,1,0.0001
יזהר,Jew,Male,1,0.0001
יוסי,Jew,Male,1,0.0001
שלומית,Jew,Female,1,0.0001
בעז,Jew,Male,1,0.0001
גדי,Jew,Male,1,0.0001
גלית,Jew,Female,1,0.0001
אברה,Arab,Male,1,0.0001
חאלד,Arab,Male,1,0.0001
תופיק,Arab,Male,1,0.0001
שפיק,Arab,Male,1,0.0001
ראפת,Arab,Male,1,0.0001
מורסי,Arab,Male,1,0.0001
מארון,Arab,Male,1,0.0001
מאיסא,Arab,Male,1,0.0001
איימן,Arab,Male,1,0.0001
באדר,Arab,Male,1,0.0001
מגדי,Arab,Male,1,0.0001
זכריה,Jew,Male,1,0.0001
אלדין,Arab,Male,1,0.0001
בדר,Arab,Male,1,0.0001
נמיר,Arab,Male,1,0.0001
גיורא,Jew,Male,1,0.0001
אביבית,Jew,Female,1,0.0001
